case,runs,warmup,p50_ms,p99_ms,min_ms,max_ms
lectura_local_R1,30,10,2.3981985000318673,2.800638650039673,2.1266759999889473,2.8524370000013732
lectura_remota_R1_R2,30,10,2.4318514999777108,3.0906383899105094,2.1686800000679796,3.1217579999065492
escritura_local_R1,30,10,26.624205000075563,99.34983925013515,15.729003000160446,107.66511800011358
escritura_cross_region_R1_R2,30,10,28.858490500056178,63.727003150143005,17.283032000023013,68.85590400020192
